ID,Start Date,End Date,Gender,PSSQ1,PSSQ2,PSSQ3,PSSQ4,PSSQ5,PSSQ6,PSSQ7,PSSQ8,PSSQ9,PSSQ10,PandemicQ1,PandemicQ2,PandemicQ3,answerQ1,AnswerQ2,aware_different_feelings_I_felt,not_aware_those_feelings,aware_my_thoughts,experiencing_present_fully,felt_aware_alert,noticed_small_details_in_experience,able_logically_think_through_strong_negative_emotions,know_strongest_qualitites,know_what_brings_me_joy,can_think_strategies_use_stay_calm_stressful_situations,can_think_environments_where_would_be_in_positive_mindset,I am confused about why the friend has this emotion,The emotion of the friend was caused by his or her own behavior,The emotion of the friend was caused by your actions,The emotion of the friend was caused by circumstances out of anyone’s control,I would take action to further understand or resolve the friend’s emotion,I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend,I am very confused why the friend has this emotion (1),The emotion of the friend was caused by his or her own behavior (1),The emotion of the friend was caused by your actions (1),The emotion of the friend was caused by circumstances out of anyone’s control (1),I would take action to further understand or resolve the friend’s emotion (1),I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend (1),I feel like I have a strong understanding of that person’s emotions,I know what that person is thinking,"I feel strong emotions for that person  (feel bad for them, happy for them, etc)",I wish I could help the person in this situation,I feel like I have a strong understanding of that person’s emotions (1),I know what that person is thinking (1),"I feel strong emotions for that person  (feel bad for them, happy for them, etc) (1)",I wish I could help the person in this situation (1),I feel like I have a strong understanding of that person’s emotions (2),I know what that person is thinking (2),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (2)",I feel like I have a strong understanding of that person’s emotions (3),I know what that person is thinking (3),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (3)",I would like the friend to pay more attention to what I’m saying,I am annoyed with the friend,"I considered that the friend might have an external reason to check the time (running late, etc)",I should pay more attention to what the friend is saying,I am annoyed with myself,"I considered that I might have an external reason to check the time (running late, etc)",I am justified in asking the person to pay for the meal,I am annoyed with the person,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person,The person is justified in asking me to pay for the meal,I am annoyed with myself,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person
118091837617,08/01/2022 10:21:02 AM,08/01/2022 10:26:24 AM,Male,almost never,never,almost never,never,almost never,never,fairly often,very often,sometimes,fairly often,Strongly disagree,Strongly disagree,Strongly disagree,sunday,where truth,Somewhat agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Disagree,Strongly agree,Somewhat agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Somewhat agree,Neither agree or disagree,Strongly agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree
118091835131,08/01/2022 10:18:06 AM,08/01/2022 10:25:59 AM,Female,fairly often,sometimes,fairly often,almost never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,Disagree,Disagree,Disagree,Thursday,Not sure,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree
118091828025,08/01/2022 10:09:48 AM,08/01/2022 10:25:55 AM,Female,fairly often,fairly often,very often,fairly often,sometimes,fairly often,almost never,almost never,sometimes,almost never,Agree,Agree,Agree,Sunday,,Agree,Strongly disagree,Agree,Somewhat disagree,Agree,Strongly agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Neither agree or disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Agree
118091835568,08/01/2022 10:18:05 AM,08/01/2022 10:25:47 AM,Female,fairly often,fairly often,fairly often,sometimes,fairly often,sometimes,sometimes,sometimes,sometimes,sometimes,Agree,Agree,Agree,,,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree
118091824925,08/01/2022 10:06:06 AM,08/01/2022 10:25:38 AM,Female,sometimes,sometimes,sometimes,almost never,sometimes,almost never,fairly often,fairly often,fairly often,fairly often,Disagree,Disagree,Somewhat disagree,,,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Strongly agree,Agree,Disagree,Somewhat agree,Strongly agree,Neither agree or disagree,
118091834041,08/01/2022 10:16:36 AM,08/01/2022 10:25:34 AM,Male,almost never,fairly often,sometimes,never,sometimes,never,sometimes,almost never,fairly often,sometimes,Neither agree or disagree,Somewhat agree,Somewhat agree,I don't know.,,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Strongly agree
118091834033,08/01/2022 10:16:50 AM,08/01/2022 10:25:28 AM,Female,sometimes,fairly often,fairly often,fairly often,sometimes,very often,almost never,almost never,almost never,almost never,Somewhat agree,Neither agree or disagree,Disagree,Thursday,,Agree,Disagree,Agree,Agree,Agree,Somewhat agree,Disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Strongly agree,Somewhat agree,Disagree,Disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
118091831581,08/01/2022 10:13:59 AM,08/01/2022 10:25:08 AM,Female,almost never,sometimes,sometimes,never,almost never,almost never,fairly often,very often,fairly often,fairly often,Strongly agree,Somewhat disagree,Somewhat disagree,Sunday,Which road leads to the city of Truth? ,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree,Disagree,Strongly agree,Somewhat disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree
118091834500,08/01/2022 10:17:23 AM,08/01/2022 10:25:01 AM,Male,almost never,almost never,almost never,almost never,almost never,almost never,sometimes,sometimes,sometimes,sometimes,Somewhat agree,Disagree,Disagree,Friday,fork,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree
118091833484,08/01/2022 10:16:07 AM,08/01/2022 10:24:20 AM,Female,sometimes,sometimes,fairly often,almost never,never,never,fairly often,sometimes,sometimes,fairly often,Agree,Agree,Somewhat disagree,Sunday,What are you wearing?,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Disagree,Somewhat disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree
118091830597,08/01/2022 10:12:36 AM,08/01/2022 10:24:12 AM,Female,very often,fairly often,very often,sometimes,sometimes,fairly often,sometimes,sometimes,almost never,sometimes,Strongly agree,Strongly agree,Agree,Thursday,Should I go left or right?,Strongly agree,Strongly disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Disagree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree
118091828224,08/01/2022 10:09:22 AM,08/01/2022 10:23:05 AM,Female,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,almost never,sometimes,Agree,Somewhat agree,Agree,Wednesday,Which road leads to the City of Truth?,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
118091834154,08/01/2022 10:17:00 AM,08/01/2022 10:23:03 AM,Female,fairly often,sometimes,fairly often,almost never,fairly often,sometimes,sometimes,sometimes,almost never,sometimes,Agree,Somewhat agree,Somewhat agree,,,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Disagree,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Strongly agree,Neither agree or disagree,Neither agree or disagree
118091830725,08/01/2022 10:12:51 AM,08/01/2022 10:22:58 AM,Female,almost never,never,almost never,never,almost never,never,very often,fairly often,very often,very often,Agree,Disagree,Disagree,No idea!  I'd need paper and pencil nearby to figure it out,No idea,Agree,Disagree,Agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat agree
118091834809,08/01/2022 10:17:48 AM,08/01/2022 10:22:50 AM,Male,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,fairly often,fairly often,fairly often,fairly often,Agree,Somewhat agree,Disagree,Monday,,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,
118091831888,08/01/2022 10:14:17 AM,08/01/2022 10:22:45 AM,Male,almost never,almost never,sometimes,sometimes,almost never,sometimes,fairly often,sometimes,sometimes,sometimes,Strongly agree,Strongly agree,Agree,Thursday,Which road leads to the City of Lies?,Somewhat disagree,Agree,Somewhat disagree,Agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Strongly disagree,Strongly agree,Neither agree or disagree,Strongly disagree,Somewhat disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree or disagree,Somewhat disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Somewhat disagree,Agree
118091829891,08/01/2022 10:11:59 AM,08/01/2022 10:21:33 AM,Male,never,never,never,never,never,never,very often,never,never,very often,Somewhat disagree,Somewhat disagree,Somewhat disagree,Thursday,n/a,Disagree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Neither agree or disagree,Agree,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Strongly agree,Agree,Neither agree or disagree,Agree,Strongly agree,Somewhat disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Somewhat agree
118091831589,08/01/2022 10:13:59 AM,08/01/2022 10:21:30 AM,Female,fairly often,sometimes,sometimes,fairly often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,Disagree,Disagree,Strongly disagree,Thursday,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree
118091829575,08/01/2022 10:11:31 AM,08/01/2022 10:20:48 AM,Female,fairly often,fairly often,almost never,very often,sometimes,sometimes,sometimes,sometimes,sometimes,fairly often,Strongly agree,Strongly agree,Agree,Thursday,,Somewhat agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree
118091828114,08/01/2022 10:09:27 AM,08/01/2022 10:20:43 AM,Female,sometimes,almost never,sometimes,never,almost never,almost never,fairly often,sometimes,sometimes,sometimes,Agree,Strongly agree,Agree,Thursday,,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Agree,Agree,Neither agree or disagree,Somewhat disagree,,Somewhat agree,Agree
118091830232,08/01/2022 10:12:25 AM,08/01/2022 10:19:17 AM,Male,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,Somewhat disagree,Somewhat disagree,Disagree,Thursday,What direction do you live?,Neither agree or disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
118091826879,08/01/2022 10:08:24 AM,08/01/2022 10:19:06 AM,Female,fairly often,fairly often,fairly often,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,Somewhat agree,Somewhat agree,Disagree,Wednesday,Is that the City of Lies?,Disagree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Agree
118091826615,08/01/2022 10:07:49 AM,08/01/2022 10:18:39 AM,Female,sometimes,sometimes,fairly often,sometimes,sometimes,fairly often,almost never,almost never,sometimes,almost never,Strongly agree,Strongly agree,Agree,Sunday,Which road leads to the City of Truth,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Somewhat agree,Agree,Neither agree or disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Agree
