ID,Start Date,End Date,Gender,PSSQ1,PSSQ2,PSSQ3,PSSQ4,PSSQ5,PSSQ6,PSSQ7,PSSQ8,PSSQ9,PSSQ10,PandemicQ1,PandemicQ2,PandemicQ3,answerQ1,AnswerQ2,aware_different_feelings_I_felt,not_aware_those_feelings,aware_my_thoughts,experiencing_present_fully,felt_aware_alert,noticed_small_details_in_experience,able_logically_think_through_strong_negative_emotions,know_strongest_qualitites,know_what_brings_me_joy,can_think_strategies_use_stay_calm_stressful_situations,can_think_environments_where_would_be_in_positive_mindset,I am confused about why the friend has this emotion,The emotion of the friend was caused by his or her own behavior,The emotion of the friend was caused by your actions,The emotion of the friend was caused by circumstances out of anyone’s control,I would take action to further understand or resolve the friend’s emotion,I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend,I am very confused why the friend has this emotion (1),The emotion of the friend was caused by his or her own behavior (1),The emotion of the friend was caused by your actions (1),The emotion of the friend was caused by circumstances out of anyone’s control (1),I would take action to further understand or resolve the friend’s emotion (1),I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend (1),I feel like I have a strong understanding of that person’s emotions,I know what that person is thinking,"I feel strong emotions for that person  (feel bad for them, happy for them, etc)",I wish I could help the person in this situation,I feel like I have a strong understanding of that person’s emotions (1),I know what that person is thinking (1),"I feel strong emotions for that person  (feel bad for them, happy for them, etc) (1)",I wish I could help the person in this situation (1),I feel like I have a strong understanding of that person’s emotions (2),I know what that person is thinking (2),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (2)",I feel like I have a strong understanding of that person’s emotions (3),I know what that person is thinking (3),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (3)",I would like the friend to pay more attention to what I’m saying,I am annoyed with the friend,"I considered that the friend might have an external reason to check the time (running late, etc)",I should pay more attention to what the friend is saying,I am annoyed with myself,"I considered that I might have an external reason to check the time (running late, etc)",I am justified in asking the person to pay for the meal,I am annoyed with the person,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person,The person is justified in asking me to pay for the meal,I am annoyed with myself,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person
118091841734,08/01/2022 10:25:55 AM,08/01/2022 10:35:24 AM,Male,fairly often,very often,very often,fairly often,very often,fairly often,almost never,never,almost never,never,Somewhat disagree,Somewhat disagree,Strongly disagree,Saturday,Where do you live?,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Neither agree or disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree or disagree,Disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Somewhat disagree,Disagree,Somewhat agree,Neither agree or disagree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Somewhat agree,Disagree
118091840483,08/01/2022 10:24:33 AM,08/01/2022 10:35:23 AM,Male,sometimes,almost never,sometimes,never,sometimes,never,fairly often,fairly often,fairly often,fairly often,Somewhat agree,Somewhat disagree,Strongly disagree,Thursday,,Somewhat agree,Disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Strongly agree,Disagree,Neither agree or disagree,Strongly agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Agree,Somewhat disagree,Strongly agree,Agree,Neither agree or disagree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Strongly agree
118091845123,08/01/2022 10:29:33 AM,08/01/2022 10:35:08 AM,Male,sometimes,sometimes,very often,sometimes,fairly often,sometimes,sometimes,sometimes,sometimes,sometimes,Somewhat agree,Somewhat agree,Somewhat agree,Thursday,Not sure,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree
118091841246,08/01/2022 10:25:23 AM,08/01/2022 10:34:27 AM,Male,almost never,almost never,sometimes,almost never,sometimes,almost never,almost never,sometimes,sometimes,fairly often,Somewhat disagree,Somewhat agree,Disagree,Thursday,Which direction to the city of truth?,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree
118091841629,08/01/2022 10:25:52 AM,08/01/2022 10:34:21 AM,Male,sometimes,almost never,sometimes,never,almost never,almost never,almost never,sometimes,fairly often,almost never,Disagree,Disagree,Strongly disagree,Thursday,Has the sun set?,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Neither agree or disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Somewhat agree
118091841244,08/01/2022 10:25:17 AM,08/01/2022 10:34:02 AM,Male,sometimes,almost never,almost never,almost never,almost never,almost never,fairly often,sometimes,fairly often,sometimes,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Sunday,What’s your address,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Disagree,Disagree,Agree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree
118091842799,08/01/2022 10:26:34 AM,08/01/2022 10:33:27 AM,Male,almost never,never,almost never,almost never,almost never,never,very often,very often,very often,fairly often,Somewhat agree,Somewhat disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118091837190,08/01/2022 10:20:19 AM,08/01/2022 10:32:34 AM,Male,sometimes,sometimes,fairly often,fairly often,fairly often,fairly often,sometimes,almost never,almost never,almost never,Somewhat disagree,Somewhat disagree,Strongly disagree,Thursday,What's the color of the sky?,Agree,Disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree
118091842622,08/01/2022 10:26:58 AM,08/01/2022 10:32:00 AM,Male,sometimes,fairly often,sometimes,sometimes,fairly often,sometimes,sometimes,fairly often,sometimes,very often,Somewhat agree,Agree,Somewhat agree,Wednesday ,in your area everybody tell lies  ?,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Strongly agree,Agree
118091835543,08/01/2022 10:18:24 AM,08/01/2022 10:31:41 AM,Female,almost never,almost never,almost never,almost never,never,never,fairly often,sometimes,fairly often,fairly often,Disagree,Disagree,Disagree,Not sure,Are you an authentic truth seeker,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Somewhat agree,Neither agree or disagree,Disagree,Strongly agree,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Somewhat agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree
118091830563,08/01/2022 10:12:39 AM,08/01/2022 10:31:34 AM,Female,almost never,never,almost never,almost never,sometimes,almost never,fairly often,fairly often,fairly often,sometimes,Somewhat agree,Somewhat agree,Neither agree or disagree,Sunday ,"I ask that person, which city do you live in?",Agree,Disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree or disagree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree or disagree
118091832052,08/01/2022 10:14:12 AM,08/01/2022 10:31:21 AM,Female,fairly often,fairly often,very often,fairly often,fairly often,very often,sometimes,sometimes,sometimes,sometimes,Strongly agree,Strongly agree,Strongly agree,Friday ,Which way is the yellow brick road?,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree
118091844906,08/01/2022 10:29:31 AM,08/01/2022 10:31:17 AM,Male,almost never,sometimes,sometimes,almost never,almost never,almost never,fairly often,sometimes,fairly often,fairly often,Disagree,Disagree,Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118091838877,08/01/2022 10:22:37 AM,08/01/2022 10:30:59 AM,Male,sometimes,sometimes,fairly often,sometimes,fairly often,sometimes,almost never,sometimes,fairly often,sometimes,Somewhat disagree,Disagree,Disagree,Sunday,Are you lying?,Agree,Disagree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Disagree,Somewhat disagree,Agree
118091828602,08/01/2022 10:09:48 AM,08/01/2022 10:30:59 AM,Female,fairly often,very often,very often,fairly often,fairly often,very often,almost never,never,almost never,never,Strongly agree,Agree,Strongly agree,I don't know. Wow,"I would go to the left, I guess. High school student-- you're very smart",Agree,Disagree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Neither agree or disagree,Somewhat agree,Agree,Neither agree or disagree,Agree,Strongly disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Neither agree or disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree or disagree,Strongly disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree
118091831991,08/01/2022 10:14:22 AM,08/01/2022 10:30:51 AM,Female,sometimes,very often,very often,very often,sometimes,very often,sometimes,sometimes,sometimes,sometimes,Strongly agree,Strongly agree,Strongly agree,I can't figure out what day it is but I assume the trick is that the unicorn is lying.,I have no idea.,Somewhat agree,Somewhat disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly disagree
118091835485,08/01/2022 10:18:39 AM,08/01/2022 10:30:39 AM,Female,sometimes,fairly often,fairly often,sometimes,sometimes,fairly often,fairly often,almost never,sometimes,sometimes,Agree,Somewhat agree,Disagree,Thursday ,N/A,Agree,Disagree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Neither agree or disagree,Disagree,Disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree
118091837700,08/01/2022 10:21:12 AM,08/01/2022 10:30:39 AM,Male,fairly often,very often,fairly often,fairly often,fairly often,fairly often,sometimes,almost never,almost never,almost never,Agree,Strongly agree,Strongly agree,thursday,Which city are you from?,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Disagree,Disagree,Agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree
118091830639,08/01/2022 10:12:53 AM,08/01/2022 10:30:02 AM,Female,sometimes,fairly often,fairly often,sometimes,sometimes,sometimes,sometimes,fairly often,sometimes,sometimes,Somewhat agree,Somewhat agree,Somewhat agree,,,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Neither agree or disagree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree
118091834945,08/01/2022 10:17:51 AM,08/01/2022 10:29:13 AM,Female,sometimes,fairly often,very often,very often,very often,fairly often,fairly often,fairly often,sometimes,sometimes,Strongly disagree,Strongly disagree,Somewhat agree,they dont lie on the same days,which road leads to the city of truth?,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat disagree,Neither agree or disagree,Agree,Agree,Somewhat agree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Neither agree or disagree,Strongly agree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Somewhat agree,Agree
118091833775,08/01/2022 10:16:20 AM,08/01/2022 10:28:34 AM,Female,fairly often,fairly often,fairly often,sometimes,fairly often,sometimes,almost never,sometimes,sometimes,almost never,Strongly agree,Strongly agree,Somewhat agree,Monday,,Neither agree or disagree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Disagree,Disagree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
118091832978,08/01/2022 10:15:37 AM,08/01/2022 10:28:23 AM,Female,sometimes,fairly often,very often,almost never,sometimes,fairly often,sometimes,almost never,sometimes,sometimes,Somewhat agree,Disagree,Strongly disagree,Sunday,Which way do you take to go home,Somewhat agree,Somewhat disagree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Agree,Disagree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree or disagree,Disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Disagree,Somewhat agree,Strongly agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Agree,Neither agree or disagree,Neither agree or disagree
118091832023,08/01/2022 10:14:31 AM,08/01/2022 10:28:10 AM,Female,almost never,never,almost never,almost never,never,never,very often,very often,very often,very often,Strongly agree,Agree,Agree,Thursday,Is the sky blue?,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree or disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree
118091834892,08/01/2022 10:17:51 AM,08/01/2022 10:28:09 AM,Female,sometimes,fairly often,fairly often,sometimes,almost never,almost never,fairly often,sometimes,fairly often,sometimes,Somewhat agree,Strongly agree,Disagree,Thursday,which city do you live in,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Agree,Disagree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Strongly agree
118091835972,08/01/2022 10:19:10 AM,08/01/2022 10:27:55 AM,Female,almost never,never,almost never,almost never,almost never,never,sometimes,sometimes,fairly often,sometimes,Somewhat disagree,Somewhat disagree,Strongly disagree,Sunday,What color is the sky?,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Somewhat disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree or disagree,Somewhat agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Disagree,Agree,Agree,Agree
118091835430,08/01/2022 10:18:23 AM,08/01/2022 10:26:53 AM,Female,fairly often,very often,very often,very often,fairly often,very often,almost never,almost never,almost never,almost never,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Sundays ,Do you live in the city of lies?,Agree,Disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree
118091829420,08/01/2022 10:10:38 AM,08/01/2022 10:26:50 AM,Female,sometimes,sometimes,fairly often,fairly often,sometimes,fairly often,sometimes,sometimes,sometimes,sometimes,Agree,Agree,Somewhat disagree,Thursday ,Which road leads to the city of truth?,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree
118091833977,08/01/2022 10:16:45 AM,08/01/2022 10:26:41 AM,Female,fairly often,very often,very often,fairly often,fairly often,very often,almost never,never,never,never,Strongly agree,Strongly agree,Strongly agree,Wednesday,,Neither agree or disagree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
118091836123,08/01/2022 10:19:23 AM,08/01/2022 10:26:37 AM,Male,fairly often,sometimes,sometimes,sometimes,sometimes,almost never,very often,sometimes,sometimes,sometimes,Agree,Agree,Disagree,sunday,,Disagree,Disagree,Neither agree or disagree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Disagree,Neither agree or disagree,Somewhat agree,Disagree,Somewhat agree,Neither agree or disagree,Disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree
